13616 	 2880
4742 	 7410
2545 	 1368
3169 	 20099
13098 	 11590
4223 	 17639
4223 	 12267
19570 	 5008
6029 	 263
3699 	 1010
659 	 20008
3260 	 8965
20251 	 2814
3697 	 13237
19570 	 15986
18044 	 8474
2625 	 2140
6029 	 4572
4371 	 1324
18074 	 11605
4287 	 10546
2400 	 2851
227 	 10985
4372 	 2459
7637 	 7844
1458 	 19385
4114 	 19120
14705 	 5653
1456 	 19423
3723 	 9557
2400 	 5759
2545 	 5700
4378 	 14077
18180 	 2561
137 	 4739
5840 	 4371
18180 	 10526
1226 	 659
136 	 4525
13616 	 14173
136 	 1755
227 	 3851
6766 	 4897
4114 	 18441
656 	 12719
4316 	 13721
3723 	 1024
1344 	 9103
2517 	 1669
2545 	 7245
15114 	 3718
137 	 17875
4223 	 5421
13616 	 1754
136 	 19196
5840 	 1119
2625 	 10004
7637 	 1640
2334 	 18329
3697 	 17504
6029 	 7868
15114 	 1035
2545 	 17458
20251 	 3910
19570 	 2977
6029 	 20245
2938 	 17878
20252 	 20297
4742 	 19385
2852 	 2027
6029 	 7340
7637 	 12719
4509 	 9996
6766 	 6968
13042 	 13837
20252 	 12403
2400 	 5002
3723 	 3989
7637 	 2621
6029 	 4092
658 	 946
18044 	 3164
659 	 10933
7637 	 4938
224 	 15170
3164 	 17322
655 	 6604
4742 	 11493
224 	 1121
4378 	 15391
661 	 1196
20252 	 18044
4742 	 6114
13616 	 2726
18180 	 9804
6760 	 1024
6029 	 14893
14499 	 655
2938 	 19113
2852 	 2316
11493 	 10495
13616 	 2963
6029 	 12412
1224 	 8944
14705 	 2852
4509 	 11706
4742 	 18105
661 	 2750
771 	 7353
3262 	 1813
18074 	 1809
102 	 10550
102 	 17216
656 	 18074
3370 	 10166
14705 	 12919
19570 	 18747
6029 	 17583
656 	 4741
2334 	 1121
4509 	 8742
135 	 11182
18074 	 18180
20251 	 14705
3168 	 6220
224 	 10388
14705 	 8863
2545 	 7375
4371 	 5840
2938 	 661
3874 	 3135
659 	 8944
1344 	 514
4742 	 12970
19385 	 5613
14705 	 5013
136 	 16980
1224 	 2750
102 	 4594
6029 	 4658
3699 	 14848
2517 	 13134
3910 	 4378
3168 	 4319
14499 	 3134
18230 	 9567
4223 	 1228
656 	 1126
19570 	 19580
6766 	 749
7637 	 14831
3164 	 3062
4742 	 3696
3697 	 8970
17302 	 18230
3697 	 3659
3260 	 698
4223 	 7735
658 	 3659
4509 	 771
135 	 3375
137 	 8347
3260 	 12719
7637 	 1126
2545 	 11756
4319 	 20252
6029 	 17051
3699 	 3164
14705 	 20078
224 	 19570
4372 	 3044
4742 	 9861
1458 	 4266
20252 	 228
4223 	 11974
17302 	 1215
771 	 13494
3169 	 19952
2400 	 6066
4742 	 14200
655 	 17163
659 	 36
4114 	 15643
6766 	 2199
20251 	 2334
7637 	 18711
1458 	 6766
4525 	 20297
13098 	 656
70 	 593
14705 	 3194
659 	 1813
8944 	 9771
18180 	 224
3168 	 16314
1458 	 3718
4317 	 17151
224 	 3135
19570 	 1224
4316 	 11852
3260 	 16789
8944 	 17459
4372 	 2134
3164 	 17391
7637 	 1228
15114 	 1024
3576 	 10536
2852 	 749
3370 	 11007
4525 	 6964
19570 	 7640
8944 	 4525
3262 	 10422
4742 	 16219
18044 	 15894
4742 	 160
19379 	 2896
656 	 2334
6029 	 4742
18044 	 20252
19570 	 9076
19940 	 4018
4378 	 9988
18230 	 1126
2517 	 19725
2545 	 399
4378 	 8514
655 	 17302
3135 	 1123
4525 	 659
4572 	 17451
7637 	 6856
19570 	 14232
18044 	 591
4223 	 11264
771 	 1387
2545 	 1495
14705 	 2625
136 	 15358
771 	 7356
1458 	 1010
4371 	 1044
7637 	 3164
4223 	 12561
1226 	 14499
4223 	 11552
14499 	 15142
3370 	 3910
19570 	 17271
3699 	 815
13042 	 2764
661 	 655
4114 	 2352
1224 	 19385
7637 	 3723
3370 	 17976
4525 	 3576
4509 	 13913
656 	 15687
2938 	 1855
2852 	 9244
1458 	 16000
1458 	 5870
14705 	 7787
4739 	 20297
771 	 3449
3576 	 17151
4114 	 382
6029 	 12158
19570 	 17344
3874 	 20245
4509 	 1158
4114 	 18044
3874 	 13541
7637 	 1074
102 	 10468
3370 	 2185
3262 	 14960
20252 	 7695
6029 	 19444
5840 	 15986
18230 	 8704
13042 	 9301
2517 	 3796
3697 	 7661
4223 	 12038
6766 	 1640
1344 	 3152
5840 	 4675
3169 	 6766
7637 	 1229
1010 	 5960
4316 	 1361
2400 	 9861
4316 	 2625
655 	 4742
2400 	 2725
4371 	 13616
1344 	 6999
13616 	 18670
3723 	 12719
4525 	 7915
3723 	 8588
3697 	 7176
14499 	 883
3370 	 17302
224 	 2625
224 	 4527
2545 	 5719
3370 	 5171
4223 	 9666
4742 	 164
4317 	 15872
3260 	 2140
4372 	 5960
136 	 18862
2545 	 7637
19570 	 6918
4317 	 1119
137 	 3598
2517 	 2434
3135 	 561
227 	 11259
8944 	 14671
7637 	 14817
4742 	 2883
4223 	 7154
1456 	 17391
4525 	 4742
1226 	 19797
5840 	 19459
7637 	 7348
6766 	 14820
3370 	 7340
4223 	 15548
4378 	 18684
4372 	 4207
2400 	 3449
6766 	 16198
3164 	 6665
18074 	 3370
8944 	 2750
4572 	 5614
6766 	 16503
19385 	 19472
14705 	 9740
102 	 6864
137 	 14173
14705 	 990
18074 	 1024
102 	 314
655 	 15989
2545 	 4323
2334 	 11356
2545 	 16815
3370 	 9953
18230 	 2334
6029 	 10261
658 	 15756
20251 	 1231
1344 	 15924
3723 	 655
4371 	 14654
4114 	 5733
20251 	 15114
13098 	 8479
102 	 14975
14705 	 1998
13098 	 18515
2545 	 14603
4223 	 15282
136 	 12202
6029 	 19398
14705 	 15209
70 	 805
1458 	 17867
4378 	 1388
13616 	 14695
4317 	 13076
4114 	 1375
18230 	 1224
4742 	 20165
771 	 14723
2852 	 6454
935 	 3718
1224 	 12734
2334 	 11791
20252 	 9618
3370 	 3659
2625 	 655
14705 	 14213
18044 	 9861
13616 	 1371
3169 	 16698
2938 	 5516
19570 	 11049
4572 	 12795
6029 	 7250
20252 	 1024
2852 	 11794
1458 	 1741
3370 	 2734
935 	 20297
3260 	 4371
2545 	 6664
18180 	 12909
3697 	 7933
3370 	 18044
3018 	 16600
14705 	 17147
4742 	 2621
1456 	 771
3262 	 17151
2545 	 5462
3910 	 1024
2517 	 12073
7637 	 5476
136 	 4114
6766 	 16642
655 	 2334
3697 	 19190
3697 	 9414
2400 	 17359
6029 	 8572
224 	 20297
4317 	 4675
4223 	 5246
3169 	 5840
2545 	 16814
19570 	 9996
3135 	 15073
1458 	 5593
19570 	 5476
1226 	 7348
20252 	 7210
14705 	 8740
2517 	 18078
3018 	 10792
6766 	 4317
19379 	 12744
2334 	 1752
3168 	 8433
14705 	 16030
227 	 10383
1082 	 12138
1456 	 20297
4223 	 9195
6938 	 4107
15114 	 17151
8944 	 1024
135 	 17634
5840 	 7593
3164 	 6766
6760 	 6623
3723 	 1117
3168 	 4675
6029 	 12407
1226 	 4374
102 	 10108
659 	 3262
14705 	 14305
3164 	 4316
13616 	 7975
4316 	 10847
4317 	 15135
2545 	 10617
4114 	 2728
2400 	 10700
2517 	 11515
18180 	 18230
1224 	 15948
2545 	 17896
4317 	 5685
1224 	 227
3723 	 3263
102 	 10873
1010 	 17302
3370 	 8041
3723 	 14298
3697 	 10805
2545 	 10958
70 	 18095
19570 	 17877
2545 	 5717
661 	 4525
659 	 17901
3169 	 18765
